,Tweet,text,date,Optimistic,Thankful,Empathetic,Pessimistic,Anxious,Sad,Annoyed,Denial,Official report,Joking
785,retweet  china admits that it coronavirus vaccine is not very effective  official  ,RT @nypost: China admits that it COVID-19 vaccine isn't very effective: official https://t.co/QYSpRWueD0 https://t.co/jZc7YLuIfD,Mon Apr 12 04:54:43 +0000 2021,0,0,0,0,0,0,0,1,1,0
786,retweet  china  director of the china centers for disease control says the country s coronavirus vaccines  do not have very high…,RT @spectatorindex: CHINA: Director of the China Centers for Disease Control says the country's coronavirus vaccines 'do not have very high…,Mon Apr 12 04:55:43 +0000 2021,0,0,0,0,0,0,0,0,1,0
787,retweet  how can we cooperate with  china on disease prevention  as the  bidenadministration wants to do  when the international c…,"RT @GordonGChang: How can we cooperate with #China on disease prevention, as the #BidenAdministration wants to do, when the international c…",Mon Apr 12 05:43:13 +0000 2021,0,0,0,0,0,0,1,1,0,0
788,retweet  wuhan institute of virology s hongping wei  mentor of alleged  coronavirus  patient zero  yanling huang  has links to china…,"RT @LawrenceSellin: Wuhan Institute of Virology's Hongping Wei, mentor of alleged #COVID19 ""patient zero"" Yanling Huang, has links to China…",Mon Apr 12 06:21:07 +0000 2021,0,0,0,0,0,0,0,1,1,0
789,china backtracks on comments questioning efficacy of local vaccines ,China backtracks on comments questioning efficacy of local vaccines https://t.co/N2mMMiJBDy,Mon Apr 12 07:11:35 +0000 2021,0,0,0,0,0,0,1,0,1,0
790,retweet  umm  the director of china’s centers for disease control just admitted today that their home grown vaccines “do not have ver…,"RT @nuicemedia: Umm, the Director of China’s Centers for Disease Control just admitted today that their home grown vaccines “don’t have ver…",Mon Apr 12 07:43:44 +0000 2021,0,0,0,0,0,0,0,0,1,0
791,china admits its coronavirus jabs are not very effective in major blow to global health battle ,China admits its Covid jabs are not very effective in major blow to global health battle https://t.co/rKMp6XwfST,Mon Apr 12 08:22:31 +0000 2021,0,0,0,0,0,0,1,1,0,0
792,"secretary of state blinken hits out at china over  taiwan and coronavirus 

","Secretary of state Blinken hits out at China over #Taiwan and Covid 

https://t.co/izr5bTpyCW",Mon Apr 12 08:23:47 +0000 2021,0,0,0,0,0,0,0,1,1,1
793,retweet  as the second wave of wuhan coronavirus pandemic intensifies  are russia and china going to invade ukraine and taiwan respe…,"RT @AartiTikoo: As the second wave of Wuhan coronavirus pandemic intensifies, are Russia and China going to invade Ukraine and Taiwan respe…",Mon Apr 12 08:36:17 +0000 2021,0,0,0,0,0,0,1,1,0,0
794,retweet  china considers mixing its coronavirus vaccines to make them more effective ,RT @Independent: China considers mixing its Covid-19 vaccines to make them more effective https://t.co/cRAaQvdpsj,Mon Apr 12 09:58:13 +0000 2021,0,0,0,0,0,0,0,1,1,0
795,the  philippines received ystd 2nd batch of 500k doses of  sinovac vaccines ordered from  china  the shipment came following the delivery of the 1st batch last march 29  this arrival is timely now that manila is on track in vaccination rollout and is achieving steady progress  ,The #Philippines received ystd 2nd batch of 500k doses of #Sinovac vaccines ordered from #China. The shipment came following the delivery of the 1st batch last March 29. This arrival is timely now that Manila is on track in vaccination rollout and is achieving steady progress. https://t.co/vKwdfX0jCP,Mon Apr 12 10:00:19 +0000 2021,1,0,0,0,0,0,0,0,1,0
796,"retweet  china’s top disease control official has admitted that locally produced coronavirus vaccines are not highly effective right arrow curving down

read m…","RT @AJEnglish: China’s top disease control official has admitted that locally-produced COVID-19 vaccines aren’t highly effective ⤵️

Read m…",Mon Apr 12 10:24:57 +0000 2021,0,0,0,0,0,0,0,0,1,0
797,retweet  china s early actions on coronavirus helped speed the pandemic   nbc news ,RT @mrbcyber: China's early actions on Covid helped speed the pandemic - NBC News https://t.co/04F9jzeHa7,Mon Apr 12 10:50:23 +0000 2021,0,0,0,0,0,0,0,1,1,0
798,retweet  coronavirus latest  us diplomat blinken says china should have done more to stop pandemic ,RT @FT: Coronavirus latest: US diplomat Blinken says China should have done more to stop pandemic https://t.co/GCUeL507pO,Mon Apr 12 11:21:06 +0000 2021,0,0,0,0,0,0,1,1,1,0
799,retweet  china s sinovac vaccine was shown to be 50 7  effective against symptomatic coronavirus cases  according to new trial results reveal…,"RT @CCTV: China's Sinovac vaccine was shown to be 50.7% effective against symptomatic COVID-19 cases, according to new trial results reveal…",Mon Apr 12 11:45:47 +0000 2021,0,0,0,0,0,0,0,0,1,0
800,retweet  a new batch of coronavac vaccines from china s sinovac arrived in chile on saturday  aiding the country s mass coronavirus vaccina…,"RT @XHNews: A new batch of CoronaVac vaccines from China's Sinovac arrived in Chile on Saturday, aiding the country's mass COVID-19 vaccina…",Mon Apr 12 11:47:28 +0000 2021,1,0,0,0,0,0,0,0,1,0
801,retweet  china has administered 164 47 million doses of coronavirus vaccines as of saturday  becoming world s second most vaccinated country …,"RT @CCTV: China has administered 164.47 million doses of COVID-19 vaccines as of Saturday, becoming world's second most-vaccinated country,…",Mon Apr 12 11:50:33 +0000 2021,0,0,0,0,0,0,0,0,1,0
802,retweet  feel the speed of hubei in 60 seconds  once  hard hit  by coronavirus  the province in central china has regained its vigor  and m…,"RT @XHNews: Feel the speed of Hubei in 60 seconds. Once  hard hit  by COVID-19, the province in central China has regained its vigor, and m…",Mon Apr 12 11:51:22 +0000 2021,1,0,0,0,0,0,0,0,0,0
803,china official acknowledges low effectiveness of the country s coronavirus vaccines  ,China Official Acknowledges Low Effectiveness of the Country's Covid Vaccines https://t.co/TOe4mDXtG4 https://t.co/TFR6h6TJSf,Mon Apr 12 12:11:35 +0000 2021,0,0,0,0,0,0,0,0,1,0
804,china s sinovac vaccine is 50 7  effective against coronavirus  just reaching the threshold to be a vaccine worth using  a major trial showed  ,"China's Sinovac vaccine is 50.7% effective against COVID-19, just reaching the threshold to be a vaccine worth using, a major trial showed https://t.co/9SNuaNn3Tg https://t.co/wwpRo98yMr",Mon Apr 12 12:33:08 +0000 2021,0,0,0,0,0,0,0,0,1,0
805,retweet  the united states and china have accused each other of using coronavirus as cover to increase military operations in the indo pac…,RT @AsiaMTI: The United States and China have accused each other of using Covid-19 as cover to increase military operations in the Indo-Pac…,Mon Apr 12 12:52:53 +0000 2021,0,0,0,0,0,0,1,1,0,0
806,retweet  i am creating an album “rogues gallery” of chinese communist party virus scientists  both inside and outside china  who…,"RT @LawrenceSellin: I am creating an album “Rogues Gallery” of Chinese Communist Party Virus scientists, both inside and outside China, who…",Thu Apr 15 04:51:05 +0000 2021,0,0,0,0,0,0,1,1,0,0
807,"retweet  what is the similarities between coronavirus and communism  

both virus came from china","RT @rishibagree: What is the Similarities between Covid19 and Communism? 

Both Virus came from China",Thu Apr 15 05:43:28 +0000 2021,0,0,0,0,0,0,1,1,0,0
808,retweet  i will be on  8 30 tonight to discuss the latest re china   amp  vaccines   tune in  ,RT @xu_xiuzhong: I’ll be on @qanda 8:30 tonight to discuss the latest re China (&amp; vaccines). Tune in! https://t.co/ktxTOtYNeH,Thu Apr 15 05:57:38 +0000 2021,1,0,0,0,0,0,0,0,1,0
809,"retweet  china to use  vaccine diplomacy  to increase influence  us intel community warns
 drlimengyan
 ccpvirus  coronavirus
 unrestric…","RT @edendomain: China to use 'vaccine diplomacy' to increase influence, US intel community warns
#DrLiMengYan
#CCPVirus #Covid19
#Unrestric…",Thu Apr 15 07:31:12 +0000 2021,0,0,0,0,0,0,0,0,1,0
810,"a hubei reborn for new glories  
a china embracing openness and prosperity
remarks by state councilor and foreign minister wang yi at the special event of the ministry of foreign affairs

 hubei  uhan   pandemic   china ","A Hubei Reborn for New Glories; 
A China Embracing Openness and Prosperity
Remarks by State Councilor and Foreign Minister Wang Yi At the Special Event of the Ministry of Foreign Affairs
https://t.co/N13xUg9U6C
#Hubei  #Wuhan  #pandemic  #China https://t.co/s3Qp3NTEkH",Thu Apr 15 07:51:43 +0000 2021,0,0,0,0,0,0,0,0,1,0
811,"the ministry of foreign affairs holds a special event of presenting hubei province to the world

 hubei  uhan   pandemic   china ","The Ministry of Foreign Affairs Holds a Special Event of Presenting Hubei Province to the World
https://t.co/t8Pil1yQJm
#Hubei  #Wuhan  #pandemic  #China https://t.co/bJtBHLWlM5",Thu Apr 15 07:53:49 +0000 2021,0,1,0,0,0,0,0,0,1,0
812,"retweet  good news 
china s foreign trade volume was up 29 2  in q1 2021  the economy is gaining momentum amid  coronavirus  and  c…","RT @SpokespersonCHN: Good news.
China's foreign trade volume was up 29.2% in Q1 2021. The economy is gaining momentum amid #COVID19, and #C…",Thu Apr 15 08:47:10 +0000 2021,1,0,0,0,0,0,0,0,1,0
813,retweet  it is second  coronavirus vaccine dose day for me in  beijing  woohoo   china ,RT @StephenMcDonell: It’s second #coronavirus vaccine dose day for me in #Beijing! Woohoo! #China https://t.co/CYSicaLK31,Thu Apr 15 09:06:33 +0000 2021,0,0,0,0,0,0,0,0,0,1
814,retweet  only usd 133 as fine should be laughable amount of money for this chinese company  tajikistan  china,RT @Anahita_SD: Only USD 133 as fine should be laughable amount of money for this Chinese company #Tajikistan #China,Thu Apr 15 14:13:26 +0000 2021,0,0,0,0,0,0,1,1,0,0
815,how china fell behind after passing up a vaccine opportunity ,How China fell behind after passing up a vaccine opportunity https://t.co/ysOGA1qjIU,Thu Apr 15 20:51:03 +0000 2021,0,0,0,0,0,0,0,0,0,1
816,  opinion because lots of coronavirus death in us is black  and they also become poorer due to coronavirus economic turmoil  basically china  origin  virus destroying lots of black lives ,"@cabbobby @CNN @CNNOpinion Because lots of covid death in US is black, and they also become poorer due to covid economic turmoil. Basically china (origin) virus destroying lots of black lives.",Thu Apr 15 22:01:10 +0000 2021,0,0,0,0,0,1,1,0,0,0
817,retweet  gee  i wonder why we are suddenly seeing so many news stories questioning the efficacy of china s vaccines  …,"RT @isgoodrum: Gee, I wonder why we're suddenly seeing so many news stories questioning the efficacy of China's vaccines. https://t.co/Sgyz…",Thu Apr 15 22:52:55 +0000 2021,0,0,0,0,0,0,1,0,0,0
818,retweet  us spies still do not know where coronavirus was first transmitted in china  intelligence chief reveals ,"RT @DailyMail: US spies STILL do not know where Covid was first transmitted in China, intelligence chief reveals https://t.co/bU9hAR4ECk",Thu Apr 15 23:44:00 +0000 2021,0,0,0,0,0,0,0,1,1,0
819,retweet  inside china s  sinopharm coronavirus  vaccine production facility  ,RT @chinascio: Inside China's #Sinopharm COVID-19 #vaccine production facility. https://t.co/1yhuEaR0EY,Thu Apr 15 23:54:24 +0000 2021,1,0,0,0,0,0,0,0,1,0
820,retweet  more than 1300 infants have died from coronavirus so far in brazil  this is completely different to the early data from china…,RT @devisridhar: More than 1300 infants have died from COVID-19 so far in Brazil- this is completely different to the early data from China…,Fri Apr 16 01:13:36 +0000 2021,0,0,0,0,0,0,0,1,1,0
821,retweet  breaking  china s gdp jumped 18 3  in the first quarter  though growth is skewed by comparisons to last year s coronavirus slump  i…,"RT @business: BREAKING: China's GDP jumped 18.3% in the first quarter. Though growth is skewed by comparisons to last year's Covid slump, i…",Fri Apr 16 02:32:05 +0000 2021,0,0,0,0,0,1,0,0,1,0
822,china s economy grows 18 3  in post coronavirus comeback  ,China's economy grows 18.3% in post-Covid comeback https://t.co/DZRQyT1kgA https://t.co/EGJqvtqpbs,Fri Apr 16 02:46:04 +0000 2021,0,0,0,0,0,0,0,0,1,0
823, china s economy grows 18 3  in post coronavirus comeback the record figures for the fi  ,https://t.co/TyONDjK5tw China's economy grows 18.3% in post-Covid comeback The record figures for the fi https://t.co/VBl58vQb5A https://t.co/HjIPu9QAdx,Fri Apr 16 02:50:47 +0000 2021,0,0,0,0,0,0,0,0,1,0
824,retweet  china reported a powerful 18 3  quarterly growth rate a year after coronavirus froze its economy  not everybody is enjoying the b…,RT @nytimes: China reported a powerful 18.3% quarterly growth rate a year after Covid-19 froze its economy. Not everybody is enjoying the b…,Fri Apr 16 03:16:50 +0000 2021,0,0,0,0,0,0,1,0,0,0
825,china s economy grows 18 3  in post coronavirus comeback ,China's economy grows 18.3% in post-Covid comeback https://t.co/fNHHfDcPK0,Fri Apr 16 03:19:37 +0000 2021,0,0,0,0,0,0,0,0,1,0
826,china’s economy bounces back from pandemic with record 18 3  growth  ,China’s economy bounces back from pandemic with record 18.3% growth https://t.co/pgbeAQoUj8 https://t.co/KgxClLaXA5,Fri Apr 16 03:27:03 +0000 2021,0,0,0,0,0,0,0,0,1,0
827,retweet  taiwanese singer  landywen arrives at her hotel in china to begin quarantine as she worries whether she will be able to get…,RT @dramapotatoe: Taiwanese singer #LandyWen arrives at her hotel in China to begin quarantine as she worries whether she’ll be able to get…,Fri Apr 16 04:18:03 +0000 2021,0,0,0,0,1,0,0,0,0,0
828,china weaponized coronavirus to cause internal bleeding and neurological damage ,China Weaponized Covid To Cause Internal Bleeding And Neurological Damage https://t.co/c1MRCMacyj,Fri Apr 16 04:20:31 +0000 2021,0,0,0,0,0,0,0,1,1,0
829,"retweet  coronavirus vaccine doses per 100 people

uae  179
israel  152
chile  149
china  140
canada  139
spain  139
uk  132
italy  12…","RT @spectatorindex: COVID vaccine doses per 100 people

UAE: 179
Israel: 152
Chile: 149
China: 140
Canada: 139
Spain: 139
UK: 132
Italy: 12…",Mon Aug 30 05:42:21 +0000 2021,0,0,0,0,0,0,0,0,1,0
830,retweet  unnamed ‘foreign experts’…says china…  awe need to understand how the coronavirus virus struck down wuhan and was in their laboratory……,RT @boght: Unnamed ‘Foreign Experts’…says China…. Awe need to understand HOW the Covid virus struck down Wuhan and was in their laboratory……,Mon Aug 30 06:09:40 +0000 2021,0,0,0,0,0,0,0,1,1,0
